transaction_id,timestamp,sender_account,receiver_account,amount_ghs,transaction_type,channel,agent_id,merchant_category,location_region,device_id,is_new_device,otp_requested,linked_bank_account,income_tier,personal_alert_threshold,label,attack_type
MOMO-TXN-158840,2025-11-22 04:10:34.113613,MOMO-GH-00120,MOMO-GH-00185,681.92,receive,app,,food,Central,DEV-3c7e3e,False,False,BANK-GH-00120,low,1974.9,0,none
MOMO-TXN-484047,2025-11-22 04:15:03.344594,MOMO-GH-00445,MOMO-GH-00027,1982.68,bill_payment,app,,transfer,Ashanti,DEV-491aaf,False,True,BANK-GH-00445,middle,7986.78,0,none
MOMO-TXN-804299,2025-11-22 04:48:54.227465,MOMO-GH-00046,MOMO-GH-00047,737.02,withdraw,app,,food,Central,DEV-b48e4c,False,True,,middle,3377.43,0,none
MOMO-TXN-227455,2025-11-22 05:10:45.349536,MOMO-GH-00437,MOMO-GH-00335,458.74,airtime,ussd,,airtime,Central,DEV-da6199,False,False,BANK-GH-00437,low,1378.32,0,none
MOMO-TXN-882401,2025-11-22 05:15:11.171807,MOMO-GH-00436,MOMO-GH-00479,885.77,receive,agent,AGT-Brong-Ahafo-0009,retail,Brong-Ahafo,DEV-f2bf38,False,True,BANK-GH-00436,low,2072.16,0,none
MOMO-TXN-973074,2025-11-22 05:43:48.052584,MOMO-GH-00491,MOMO-GH-00103,537.67,bill_payment,ussd,,retail,Central,DEV-040778,False,False,BANK-GH-00491,low,1966.65,0,none
MOMO-TXN-332022,2025-11-22 05:53:15.111971,MOMO-GH-00105,MOMO-GH-00094,417.03,receive,ussd,,transfer,Upper East,DEV-0ac272,False,False,BANK-GH-00105,low,1247.22,0,none
MOMO-TXN-730973,2025-11-22 05:56:52.298075,MOMO-GH-00335,MOMO-GH-00385,839.22,send,agent,AGT-Ashanti-0093,airtime,Ashanti,DEV-f24ecb,False,False,BANK-GH-00335,low,1919.55,0,none
MOMO-TXN-228270,2025-11-22 06:08:11.245616,MOMO-GH-00277,MOMO-GH-00123,1815.76,bill_payment,ussd,,airtime,Greater Accra,DEV-37f7c4,False,False,BANK-GH-00277,middle,3932.64,0,none
MOMO-TXN-411792,2025-11-22 06:20:07.333087,MOMO-GH-00134,MOMO-GH-00112,398.73,transfer,agent,AGT-Brong-Ahafo-0016,food,Brong-Ahafo,DEV-da156e,False,True,BANK-GH-00134,low,1018.44,0,none
MOMO-TXN-810587,2025-11-22 06:28:52.361053,MOMO-GH-00045,MOMO-GH-00023,1268.19,transfer,agent,AGT-Western-0036,retail,Western,DEV-566f8d,False,False,BANK-GH-00045,middle,3138.36,0,none
MOMO-TXN-459762,2025-11-22 06:50:25.173389,MOMO-GH-00483,MOMO-GH-00301,413.72,send,agent,AGT-UpperEast-0062,food,Upper East,DEV-eb10e9,False,False,BANK-GH-00483,low,1569.15,0,none
MOMO-TXN-256226,2025-11-22 07:04:28.055115,MOMO-GH-00267,MOMO-GH-00059,1181.47,withdraw,agent,AGT-UpperEast-0006,unknown,Upper East,DEV-d8a64f,False,True,BANK-GH-00267,middle,5823.3,0,none
MOMO-TXN-366863,2025-11-22 07:28:50.309371,MOMO-GH-00297,MOMO-GH-00237,280.9,send,ussd,,unknown,Upper West,DEV-9cacb3,False,False,BANK-GH-00297,low,1924.11,0,none
MOMO-TXN-255214,2025-11-22 07:31:14.354940,MOMO-GH-00182,MOMO-GH-00092,788.64,bill_payment,agent,AGT-Western-0073,transfer,Western,DEV-8be509,False,False,BANK-GH-00182,low,1507.56,0,none
MOMO-TXN-456687,2025-11-22 07:34:27.371220,MOMO-GH-00068,MOMO-GH-00120,1236.99,send,agent,AGT-Eastern-0018,airtime,Eastern,DEV-36cdc7,False,False,BANK-GH-00068,middle,5532.84,0,none
MOMO-TXN-697800,2025-11-22 07:49:21.371370,MOMO-GH-00415,MOMO-GH-00198,1507.99,airtime,app,,utility,Upper East,DEV-0ac5ff,False,False,BANK-GH-00415,middle,4405.8,0,none
MOMO-TXN-503720,2025-11-22 07:57:29.297973,MOMO-GH-00003,MOMO-GH-00241,823.51,send,app,,retail,Volta,DEV-38ad5d,False,False,BANK-GH-00003,middle,2442.9,0,none
MOMO-TXN-806537,2025-11-22 08:22:11.101228,MOMO-GH-00026,MOMO-GH-00306,1192.72,send,app,,airtime,Volta,DEV-ba1aa1,False,False,,middle,3656.7,0,none
MOMO-TXN-345684,2025-11-22 08:35:54.346936,MOMO-GH-00404,MOMO-GH-00235,1071.76,bill_payment,ussd,,transfer,Western,DEV-53680d,False,False,,low,1818.45,0,none
MOMO-TXN-244562,2025-11-22 08:36:24.258559,MOMO-GH-00154,MOMO-GH-00262,368.82,send,ussd,,retail,Greater Accra,DEV-a2f51f,False,False,BANK-GH-00154,low,1218.15,0,none
MOMO-TXN-869531,2025-11-22 08:40:44.315051,MOMO-GH-00392,MOMO-GH-00469,3353.48,bill_payment,ussd,,retail,Brong-Ahafo,DEV-98399c,False,False,,middle,6869.1,0,none
MOMO-TXN-128048,2025-11-22 08:45:02.223241,MOMO-GH-00056,MOMO-GH-00313,1578.57,send,app,,transfer,Eastern,DEV-977fba,False,False,BANK-GH-00056,middle,8605.74,0,none
MOMO-TXN-671194,2025-11-22 08:55:17.306273,MOMO-GH-00184,MOMO-GH-00248,3498.41,receive,ussd,,transfer,Western,DEV-602ff5,False,False,BANK-GH-00184,middle,7322.31,0,none
MOMO-TXN-871947,2025-11-22 08:57:42.315943,MOMO-GH-00156,MOMO-GH-00197,413.02,withdraw,app,,utility,Greater Accra,DEV-1b4e78,False,False,BANK-GH-00156,low,1121.34,0,none
MOMO-TXN-581197,2025-11-22 09:19:56.338994,MOMO-GH-00190,MOMO-GH-00223,517.12,transfer,agent,AGT-Ashanti-0044,utility,Ashanti,DEV-810ef1,False,False,,low,2147.55,0,none
MOMO-TXN-712454,2025-11-22 09:29:37.256810,MOMO-GH-00052,MOMO-GH-00448,732.54,send,app,,unknown,Central,DEV-f9b723,False,True,BANK-GH-00052,low,2196.54,0,none
MOMO-TXN-195629,2025-11-22 09:41:57.124187,MOMO-GH-00071,MOMO-GH-00457,402.82,withdraw,ussd,,airtime,Volta,DEV-455992,False,False,BANK-GH-00071,low,1511.4,0,none
MOMO-TXN-977170,2025-11-22 10:47:13.363574,MOMO-GH-00003,MOMO-GH-00357,769.33,transfer,app,,food,Volta,DEV-f0ae17,False,False,BANK-GH-00003,middle,2442.9,0,none
MOMO-TXN-795847,2025-11-22 11:01:30.077932,MOMO-GH-00304,MOMO-GH-00336,2035.44,withdraw,agent,AGT-Brong-Ahafo-0006,unknown,Brong-Ahafo,DEV-d55888,False,False,BANK-GH-00304,middle,7228.02,0,none
MOMO-TXN-746910,2025-11-22 11:06:58.199246,MOMO-GH-00283,MOMO-GH-00437,422.91,bill_payment,app,,retail,Upper East,DEV-c98640,False,True,BANK-GH-00283,low,1043.07,0,none
MOMO-TXN-521326,2025-11-22 11:11:43.274965,MOMO-GH-00414,MOMO-GH-00090,1329.58,receive,ussd,,unknown,Upper East,DEV-242899,False,False,,middle,4450.62,0,none
MOMO-TXN-863587,2025-11-22 11:14:35.029222,MOMO-GH-00060,MOMO-GH-00273,2866.52,transfer,app,,unknown,Upper East,DEV-1dfe73,False,False,BANK-GH-00060,middle,6403.98,0,none
MOMO-TXN-105887,2025-11-22 12:02:09.343599,MOMO-GH-00482,MOMO-GH-00444,532.94,transfer,agent,AGT-Ashanti-0062,airtime,Ashanti,DEV-0ca252,False,False,BANK-GH-00482,low,2135.25,0,none
MOMO-TXN-751168,2025-11-22 12:04:44.187982,MOMO-GH-00477,MOMO-GH-00435,634.8,send,ussd,,food,Ashanti,DEV-6d8e46,False,False,BANK-GH-00477,low,1637.43,0,none
MOMO-TXN-413685,2025-11-22 12:17:36.061981,MOMO-GH-00249,MOMO-GH-00041,1046.68,send,app,,utility,Western,DEV-432f60,False,True,BANK-GH-00249,middle,8081.13,0,none
MOMO-TXN-248213,2025-11-22 12:19:48.188323,MOMO-GH-00076,MOMO-GH-00382,328.49,receive,ussd,,retail,Greater Accra,DEV-4fb9b8,False,True,BANK-GH-00076,low,1491.03,0,none
MOMO-TXN-984642,2025-11-22 12:55:55.038599,MOMO-GH-00252,MOMO-GH-00314,643.31,bill_payment,app,,food,Upper East,DEV-e05e0c,False,True,BANK-GH-00252,low,1139.01,0,none
MOMO-TXN-731678,2025-11-22 13:35:20.326708,MOMO-GH-00453,MOMO-GH-00027,280.44,bill_payment,ussd,,unknown,Volta,DEV-6325cc,False,False,BANK-GH-00453,middle,2717.76,0,none
MOMO-TXN-540038,2025-11-22 13:42:29.136724,MOMO-GH-00040,MOMO-GH-00076,637.3,withdraw,agent,AGT-Brong-Ahafo-0091,transfer,Brong-Ahafo,DEV-242ba9,False,False,BANK-GH-00040,low,2150.61,0,none
MOMO-TXN-656267,2025-11-22 13:53:04.310537,MOMO-GH-00369,MOMO-GH-00116,428.52,transfer,app,,airtime,Upper East,DEV-235445,False,False,BANK-GH-00369,low,1637.58,0,none
MOMO-TXN-131436,2025-11-22 13:56:49.364262,MOMO-GH-00487,MOMO-GH-00306,951.18,receive,agent,AGT-Central-0041,food,Central,DEV-7d3a61,False,False,BANK-GH-00487,middle,2455.86,0,none
MOMO-TXN-576713,2025-11-22 14:00:50.306430,MOMO-GH-00199,MOMO-GH-00027,350.61,send,app,,unknown,Greater Accra,DEV-02a405,False,False,BANK-GH-00199,low,1905.69,0,none
MOMO-TXN-406305,2025-11-22 14:04:20.336051,MOMO-GH-00250,MOMO-GH-00239,911.64,send,ussd,,food,Eastern,DEV-09c983,False,False,BANK-GH-00250,low,1599.72,0,none
MOMO-TXN-139110,2025-11-22 14:20:13.104110,MOMO-GH-00136,MOMO-GH-00384,413.33,transfer,app,,transfer,Brong-Ahafo,DEV-387387,False,False,BANK-GH-00136,low,1562.58,0,none
MOMO-TXN-530732,2025-11-22 14:52:13.361177,MOMO-GH-00472,MOMO-GH-00362,898.69,transfer,agent,AGT-Brong-Ahafo-0008,airtime,Brong-Ahafo,DEV-c73539,False,False,,middle,3142.62,0,none
MOMO-TXN-115267,2025-11-22 15:19:58.265544,MOMO-GH-00481,MOMO-GH-00468,1320.34,bill_payment,app,,transfer,Greater Accra,DEV-4a3076,False,True,,middle,3724.8,0,none
MOMO-TXN-886364,2025-11-22 15:26:54.344006,MOMO-GH-00057,MOMO-GH-00003,1854.46,withdraw,agent,AGT-Central-0096,unknown,Central,DEV-4b7096,False,True,,middle,6778.35,0,none
MOMO-TXN-491738,2025-11-22 15:54:07.135201,MOMO-GH-00445,MOMO-GH-00461,3309.83,receive,app,,airtime,Ashanti,DEV-0e9f98,False,False,BANK-GH-00445,middle,7986.78,0,none
MOMO-TXN-813213,2025-11-22 16:19:08.251465,MOMO-GH-00447,MOMO-GH-00352,1145.69,withdraw,app,,food,Brong-Ahafo,DEV-0d612e,False,False,BANK-GH-00447,middle,3549.75,0,none
MOMO-TXN-770872,2025-11-22 16:19:47.096408,MOMO-GH-00149,MOMO-GH-00188,440.28,bill_payment,ussd,,transfer,Upper West,DEV-59c2e8,False,False,,low,1638.93,0,none
MOMO-TXN-176365,2025-11-22 16:52:40.042788,MOMO-GH-00240,MOMO-GH-00273,1743.19,transfer,ussd,,airtime,Western,DEV-acf1de,False,True,BANK-GH-00240,middle,7549.74,0,none
MOMO-TXN-438756,2025-11-22 17:01:44.180843,MOMO-GH-00268,MOMO-GH-00456,722.15,send,agent,AGT-Central-0024,utility,Central,DEV-28d6f5,False,True,BANK-GH-00268,low,1699.68,0,none
MOMO-TXN-557592,2025-11-22 17:06:52.039124,MOMO-GH-00161,MOMO-GH-00352,549.89,send,app,,unknown,Ashanti,DEV-551b8f,False,False,BANK-GH-00161,low,1618.47,0,none
MOMO-TXN-158444,2025-11-22 17:07:14.224194,MOMO-GH-00232,MOMO-GH-00008,405.11,withdraw,app,,food,Central,DEV-1a5689,False,False,BANK-GH-00232,low,1480.47,0,none
MOMO-TXN-499749,2025-11-22 17:14:55.059300,MOMO-GH-00005,MOMO-GH-00344,1927.25,send,ussd,,food,Volta,DEV-7139e8,False,False,BANK-GH-00005,middle,7216.23,0,none
MOMO-TXN-520106,2025-11-22 17:16:50.169698,MOMO-GH-00407,MOMO-GH-00377,418.06,receive,agent,AGT-Central-0070,airtime,Central,DEV-fd748a,False,False,BANK-GH-00407,low,1543.98,0,none
MOMO-TXN-886363,2025-11-22 18:09:31.322884,MOMO-GH-00217,MOMO-GH-00014,846.46,receive,app,,food,Northern,DEV-1885f9,False,True,BANK-GH-00217,middle,2687.34,0,none
MOMO-TXN-364178,2025-11-22 18:16:02.266718,MOMO-GH-00077,MOMO-GH-00214,1411.18,send,ussd,,transfer,Northern,DEV-0b83c7,False,False,BANK-GH-00077,middle,3599.4,0,none
MOMO-TXN-915451,2025-11-22 18:18:21.044743,MOMO-GH-00404,MOMO-GH-00124,578.55,send,ussd,,transfer,Western,DEV-ca8abb,False,False,,low,1818.45,0,none
MOMO-TXN-137150,2025-11-22 18:45:08.288962,MOMO-GH-00284,MOMO-GH-00195,618.95,withdraw,app,,airtime,Northern,DEV-769da2,False,True,BANK-GH-00284,low,1570.11,0,none
MOMO-TXN-760356,2025-11-22 18:46:41.042860,MOMO-GH-00244,MOMO-GH-00153,565.85,airtime,agent,AGT-Northern-0038,transfer,Northern,DEV-bbcfa4,False,False,BANK-GH-00244,low,1836.72,0,none
MOMO-TXN-627611,2025-11-22 18:59:38.170836,MOMO-GH-00019,MOMO-GH-00394,355.23,transfer,ussd,,retail,Central,DEV-de7097,False,False,BANK-GH-00019,low,1067.79,0,none
MOMO-TXN-168643,2025-11-22 19:02:28.375867,MOMO-GH-00433,MOMO-GH-00272,506.3,bill_payment,agent,AGT-Eastern-0070,utility,Eastern,DEV-e9c347,False,False,BANK-GH-00433,middle,2628.69,0,none
MOMO-TXN-689351,2025-11-22 19:53:00.320260,MOMO-GH-00449,MOMO-GH-00146,4211.9,transfer,agent,AGT-Western-0090,utility,Western,DEV-aa95e5,False,False,BANK-GH-00449,middle,7487.49,0,none
MOMO-TXN-383648,2025-11-22 19:55:42.325207,MOMO-GH-00381,MOMO-GH-00241,2365.79,transfer,app,,transfer,Upper East,DEV-a9a6e3,False,True,BANK-GH-00381,middle,8190.3,0,none
MOMO-TXN-799565,2025-11-22 19:58:22.156427,MOMO-GH-00442,MOMO-GH-00038,3685.02,transfer,app,,food,Upper West,DEV-2c9e5e,False,False,BANK-GH-00442,middle,7748.64,0,none
MOMO-TXN-138801,2025-11-22 19:58:30.227008,MOMO-GH-00245,MOMO-GH-00475,443.58,receive,agent,AGT-Central-0026,retail,Central,DEV-b39bce,False,False,BANK-GH-00245,low,2322.81,0,none
MOMO-TXN-816751,2025-11-22 20:02:09.020710,MOMO-GH-00455,MOMO-GH-00023,213.48,receive,ussd,,unknown,Central,DEV-f20359,False,False,BANK-GH-00455,low,1010.55,0,none
MOMO-TXN-228125,2025-11-22 20:09:59.223080,MOMO-GH-00365,MOMO-GH-00438,326.61,receive,agent,AGT-Northern-0009,utility,Northern,DEV-fd4de0,False,False,,low,1257.87,0,none
MOMO-TXN-331241,2025-11-22 20:10:45.120573,MOMO-GH-00389,MOMO-GH-00436,300.16,bill_payment,ussd,,retail,Upper East,DEV-a5f4d4,False,True,BANK-GH-00389,low,1099.05,0,none
MOMO-TXN-663356,2025-11-22 20:28:51.107484,MOMO-GH-00115,MOMO-GH-00140,1168.62,send,ussd,,airtime,Upper West,DEV-3cb7e7,False,True,BANK-GH-00115,low,2355.27,0,none
MOMO-TXN-315120,2025-11-22 20:30:40.216162,MOMO-GH-00148,MOMO-GH-00161,2374.71,bill_payment,ussd,,utility,Volta,DEV-ba3dc1,False,False,BANK-GH-00148,middle,5464.17,0,none
MOMO-TXN-898395,2025-11-22 20:44:40.221883,MOMO-GH-00298,MOMO-GH-00015,443.54,withdraw,agent,AGT-Western-0060,airtime,Western,DEV-fd88ef,False,False,BANK-GH-00298,low,2389.26,0,none
MOMO-TXN-819391,2025-11-22 20:51:50.348741,MOMO-GH-00399,MOMO-GH-00080,2766.49,receive,app,,retail,Western,DEV-940be6,False,False,BANK-GH-00399,middle,6151.32,0,none
MOMO-TXN-670019,2025-11-22 21:46:12.296659,MOMO-GH-00104,MOMO-GH-00296,325.03,bill_payment,app,,transfer,Greater Accra,DEV-30cffc,False,False,,low,1160.73,0,none
MOMO-TXN-740967,2025-11-22 22:05:40.042698,MOMO-GH-00079,MOMO-GH-00155,25.26,send,agent,AGT-Eastern-0067,utility,Eastern,DEV-eed579,False,False,BANK-GH-00079,middle,2743.77,0,none
MOMO-TXN-254444,2025-11-22 22:08:17.313989,MOMO-GH-00277,MOMO-GH-00263,1913.7,receive,ussd,,food,Greater Accra,DEV-aa8222,False,False,BANK-GH-00277,middle,3932.64,0,none
MOMO-TXN-210639,2025-11-22 22:17:38.184154,MOMO-GH-00040,MOMO-GH-00237,799.24,receive,agent,AGT-Brong-Ahafo-0022,unknown,Brong-Ahafo,DEV-4c7c4e,False,False,BANK-GH-00040,low,2150.61,0,none
MOMO-TXN-735710,2025-11-22 22:31:03.100847,MOMO-GH-00203,MOMO-GH-00019,571.43,withdraw,agent,AGT-UpperEast-0015,unknown,Upper East,DEV-1ecbeb,False,True,BANK-GH-00203,low,1914.54,0,none
MOMO-TXN-406039,2025-11-22 22:37:29.057964,MOMO-GH-00273,MOMO-GH-00398,428.39,airtime,agent,AGT-Ashanti-0059,transfer,Ashanti,DEV-46a115,False,True,BANK-GH-00273,low,1743.03,0,none
MOMO-TXN-429761,2025-11-22 22:49:15.114092,MOMO-GH-00257,MOMO-GH-00082,2034.79,airtime,ussd,,airtime,Western,DEV-80a912,False,False,BANK-GH-00257,middle,6513.39,0,none
MOMO-TXN-906564,2025-11-22 23:34:50.164261,MOMO-GH-00359,MOMO-GH-00200,502.84,withdraw,agent,AGT-Volta-0008,transfer,Volta,DEV-91ff96,False,False,BANK-GH-00359,low,1539.54,0,none
MOMO-TXN-271241,2025-11-22 23:57:37.219018,MOMO-GH-00172,MOMO-GH-00295,4207.91,send,agent,AGT-Western-0095,transfer,Western,DEV-1f1c77,False,False,,high,21636.84,0,none
MOMO-TXN-132537,2025-11-23 00:08:30.048269,MOMO-GH-00434,MOMO-GH-00308,1354.85,transfer,ussd,,unknown,Volta,DEV-b6237f,False,False,,middle,5561.61,0,none
MOMO-TXN-775127,2025-11-23 00:57:50.355513,MOMO-GH-00238,MOMO-GH-00172,810.12,receive,app,,unknown,Upper West,DEV-08e0fe,False,False,BANK-GH-00238,low,2399.4,0,none
MOMO-TXN-342675,2025-11-23 00:58:01.112678,MOMO-GH-00384,MOMO-GH-00413,1838.66,bill_payment,agent,AGT-Northern-0013,airtime,Northern,DEV-8ad838,False,False,BANK-GH-00384,middle,6136.53,0,none
MOMO-TXN-815507,2025-11-23 01:24:54.323500,MOMO-GH-00003,MOMO-GH-00495,587.32,send,app,,airtime,Volta,DEV-819105,False,True,BANK-GH-00003,middle,2442.9,0,none
MOMO-TXN-909076,2025-11-23 01:43:48.246270,MOMO-GH-00342,MOMO-GH-00296,386.38,bill_payment,ussd,,airtime,Central,DEV-534389,False,False,,low,1626.36,0,none
MOMO-TXN-116470,2025-11-23 01:56:13.201495,MOMO-GH-00395,MOMO-GH-00369,4688.24,receive,agent,AGT-Central-0089,transfer,Central,DEV-86134e,False,False,,high,20322.12,0,none
MOMO-TXN-425903,2025-11-23 02:00:46.252024,MOMO-GH-00380,MOMO-GH-00100,1813.79,airtime,app,,food,Ashanti,DEV-51a7b3,False,False,,middle,4876.14,0,none
MOMO-TXN-644973,2025-11-23 02:12:55.221947,MOMO-GH-00408,MOMO-GH-00288,753.98,send,ussd,,airtime,Brong-Ahafo,DEV-22603e,False,False,,low,1666.17,0,none
MOMO-TXN-715336,2025-11-23 02:14:45.103081,MOMO-GH-00430,MOMO-GH-00082,302.58,send,ussd,,food,Upper East,DEV-83781a,False,False,BANK-GH-00430,low,996.72,0,none
MOMO-TXN-311469,2025-11-23 02:26:04.150266,MOMO-GH-00110,MOMO-GH-00074,2288.51,withdraw,ussd,,utility,Greater Accra,DEV-720d72,False,True,BANK-GH-00110,middle,7247.91,0,none
MOMO-TXN-140884,2025-11-23 02:54:06.363945,MOMO-GH-00341,MOMO-GH-00348,204.64,send,ussd,,retail,Western,DEV-3dc644,False,True,BANK-GH-00341,low,1303.38,0,none
MOMO-TXN-228168,2025-11-23 03:17:27.067832,MOMO-GH-00188,MOMO-GH-00091,2058.96,transfer,app,,airtime,Ashanti,DEV-817cf3,False,False,,middle,6539.64,0,none
MOMO-TXN-273148,2025-11-23 03:42:32.026540,MOMO-GH-00282,MOMO-GH-00027,2537.84,transfer,app,,retail,Volta,DEV-002ecc,False,False,,middle,7398.06,0,none
MOMO-TXN-608473,2025-11-23 03:53:47.203263,MOMO-GH-00321,MOMO-GH-00376,432.47,receive,app,,food,Upper East,DEV-2b2a5f,False,False,BANK-GH-00321,low,1126.53,0,none
MOMO-TXN-730520,2025-11-23 04:05:17.249971,MOMO-GH-00001,MOMO-GH-00172,510.05,receive,ussd,,utility,Eastern,DEV-0d160a,False,False,,low,1532.88,0,none
MOMO-TXN-913602,2025-11-23 04:21:49.366980,MOMO-GH-00323,MOMO-GH-00212,543.55,airtime,ussd,,airtime,Volta,DEV-29044b,False,False,BANK-GH-00323,low,1330.02,0,none
MOMO-TXN-736030,2025-11-23 04:25:00.161783,MOMO-GH-00211,MOMO-GH-00089,889.79,bill_payment,agent,AGT-UpperEast-0006,unknown,Upper East,DEV-3dd54c,False,False,BANK-GH-00211,middle,3316.02,0,none
MOMO-TXN-498619,2025-11-23 04:25:06.248691,MOMO-GH-00353,MOMO-GH-00228,537.49,airtime,agent,AGT-UpperWest-0057,utility,Upper West,DEV-20c840,False,False,BANK-GH-00353,low,1288.11,0,none
